ccvm,name,cnpj,type,situation
12300,IPIRANGA PETROQUIMICA SA,88.939.236/0001-39,CIAS ABERTAS,Cancelado em 18/07/2007
7641,IPLAC DO BR SA PLASTICOS INDL,11.029.196/0001-63,CIAS ABERTAS,Cancelado em 24/06/2004
503274,IPLAC SA PLAST E EMBALAGENS,07.766.660/0001-27,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/04/1991
516651,IPUEIRAS AGRICOLA SA IPASA,23.581.002/0001-17,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513954,IQC IND QUIMICA CUIABA SA,36.939.957/0001-45,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/05/1996
13463,IRANI AGROFLORESTAL SA,92.387.018/0001-06,CIAS ABERTAS,Cancelado em 04/05/1995
24180,IRB - BRASIL RESSEGUROS S.A.,33.376.989/0001-91,CIAS ABERTAS,Concedido em 27/07/2017
514233,IRCA NUTRICAO E AVICULT SA,09.984.980/0001-89,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 26/12/2006
16110,IRIRI PARTICIPACOES SA,01.545.832/0001-56,CIAS ABERTAS,Cancelado em 04/09/2001
505536,IRMÃOS ARNAUD AGROPECUARIA SA,08.388.092/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 09/12/2003
518549,IRMAOS COUTINHO INDUSTRIA DE COUROS SA,09.988.635/0001-13,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 19/01/2007
7650,IRMAOS DAVOLI SA IMP E COM,52.769.783/0001-76,CIAS ABERTAS,Cancelado em 12/01/1988
504947,IRMAOS FONTENELE SA COM IND AG,07.214.885/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
21458,IRONX MINERAÇÃO S/A,09.295.979/0001-47,CIAS ABERTAS,Cancelado em 19/12/2008
7668,IRPESA SA IND METALURGICA,15.121.064/0001-18,CIAS ABERTAS,Cancelado em 22/03/2005
20427,ISA CAPITAL DO BRASIL SA,08.075.006/0001-30,CIAS ABERTAS,Cancelado em 28/05/2010
510971,ISA IRRIGAÇÃO SANTO ANDRÉ S/A,33.796.830/0001-26,CIAS INCENTIVADAS REGISTRADAS,Concedido em 09/08/1990
506850,ISAMA AGROPECUARIA SA,08.987.612/0001-21,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
520543,ISAMA AGROPECUARIA SA,08.987.612/0001-21,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/02/2017
20818,ISEC SECURITIZADORA S.A.,08.769.451/0001-08,CIAS ABERTAS,Concedido em 02/07/2007
22624,ISOLUX INFRASTRUCTURE SA,13.407.617/0001-78,CIAS ABERTAS,Cancelado em 29/03/2012
18910,ITA ENERGETICA S/A,01.355.994/0001-21,CIAS ABERTAS,Cancelado em 26/12/2012
15601,ITABAPOANA PARTICIPACOES SA,00.987.716/0001-24,CIAS ABERTAS,Cancelado em 14/07/1998
503622,ITABUNA INDUSTRIAL SA,14.352.215/0001-86,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
518514,ITAGUAHYSA ITAGUAHY AGROPEC S/A,06.893.812/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/10/2006
500984,ITAGUARANA S/A,11.482.098/0001-87,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
7692,ITAGUASSU AGRO INDUSTRIAL S/A,27.184.951/0001-14,CIAS ABERTAS,Cancelado em 18/08/1999
518140,ITAGUASSU AGRO INDUSTRIAL S/A,27.184.951/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
515752,ITAGURARA AGRICULTURA E PECUARIA SA,07.483.795/0001-85,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/04/2008
511498,ITAIPU EMPREENDIMENTOS AGRÍCOLAS S/A,12.093.365/0001-97,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/10/2009
15865,ITAITINGA PARTICIPACOES SA,01.258.943/0001-81,CIAS ABERTAS,Concedido em 07/11/1996
504793,ITAITUBA INDUSTRIA DE CIMENTOS DO PARÁ S/A,04.953.915/0001-72,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
500950,ITAL - IMPLEMENTOS E TRATORES ANFÍBIOS S/A,05.645.239/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520268,ITAL - IMPLEMENTOS E TRATORES ANFÍBIOS S/A,05.645.239/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/02/2016
512907,ITALMAGNESIO NORDESTE SA,16.935.579/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
7706,ITAMARATY FILTROS DE PAPEL SA,77.558.948/0001-91,CIAS ABERTAS,Cancelado em 28/01/1998
504327,ITAPAGE AGROPECUARIA SA,09.525.940/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
7722,ITAPARICA SA EMPREEND TURIST,13.575.295/0001-76,CIAS ABERTAS,Cancelado em 29/12/2004
19364,ITAPEBI GERAÇÃO DE ENERGIA S/A,02.397.080/0001-96,CIAS ABERTAS,Concedido em 05/02/2003
513199,ITAPECURU AGRICOLA SA-ITAGRISA,24.348.682/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
505056,ITAPEMIRIM AGRICULTURA SA,21.714.589/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/03/2008
7730,ITAPIRUBA HOTEIS E TURISMO SA,86.442.951/0001-36,CIAS ABERTAS,Cancelado em 18/07/1989
501441,ITAPISSUMA S/A,11.482.080/0001-85,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
510521,ITAPITANGA INDUSTRIA DE CIMENTOS DE MATO GROSSO S/A,04.869.392/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
520551,ITAPOA AGROPASTORIL SA,04.364.451/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/03/2017
504149,ITAPOÃ SA PRUDUTOS ELETRICOS,11.563.715/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
23213,ITAQUI GERAÇÃO DE ENERGIA S.A.,08.219.477/0001-74,CIAS ABERTAS,Cancelado em 31/07/2015
17019,ITAÚ RENT ADM. E PARTICIPAÇÕES S.A.,02.180.133/0001-12,CIAS ABERTAS,Cancelado em 19/08/2002
1279,ITAÚ UNIBANCO HOLDING S.A.,60.872.504/0001-23,CIAS ABERTAS,Cancelado em 08/04/1998
19348,ITAÚ UNIBANCO HOLDING S.A.,60.872.504/0001-23,CIAS ABERTAS,Concedido em 30/12/2002
1287,ITAU UNIBANCO S.A.,60.701.190/0001-04,CIAS ABERTAS,Cancelado em 08/05/2003
518638,ITAÚBA AGROINDUSTRIAL S/A,01.920.494/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/07/2011
1821,ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT,43.443.464/0001-85,CIAS ABERTAS,Cancelado em 28/02/2009
514772,ITAUEIRA AGROPECUÁRIA S/A,07.231.103/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/11/2013
7617,ITAÚSA - INVESTIMENTOS ITAÚ S.A.,61.532.644/0001-15,CIAS ABERTAS,Concedido em 20/07/1977
19933,ITAUSEG PARTICIPAÇÕES SA,07.256.507/0001-50,CIAS ABERTAS,Cancelado em 28/11/2012
7757,ITAUTEC INFORMÁTICA S.A. - GRUPO ITAUTEC,51.764.058/0001-42,CIAS ABERTAS,Cancelado em 01/06/2006
12530,ITAUTEC S.A. - GRUPO ITAUTEC,54.526.082/0001-31,CIAS ABERTAS,Concedido em 14/11/1985
506435,ITAUTINGA AGROINDUSTRIAL S/A,04.265.872/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
16136,ITINGA PARTICIPACOES SA,01.545.830/0001-67,CIAS ABERTAS,Cancelado em 23/04/1999
18732,ITIQUIRA ENERGÉTICA S/A,00.185.041/0001-08,CIAS ABERTAS,Cancelado em 02/02/2009
14389,IVEN SA,97.395.172/0001-43,CIAS ABERTAS,Cancelado em 29/04/2005
7765,J H SANTOS SA COM E INDUSTRIA,92.754.191/0001-03,CIAS ABERTAS,Cancelado em 18/07/2006
517550,J MOTTA INDUSTRIA E COMERCIO SA,08.409.674/0001-56,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518590,J R C CIA  DE EMPREEND RURAIS,08.423.634/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 31/07/2007
518964,J. C. BARRETTO FERTILIZANTES SA,13.151.741/0001-15,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2017
503193,J. RECAMONDE & CIA LTDA,07.153.356/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/12/1999
21156,J.MACEDO S/A,14.998.371/0001-19,CIAS ABERTAS,Concedido em 16/10/2007
507610,J.MACEDO S/A,14.998.371/0001-19,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/07/2007
505889,JACUIPE AGROPECUARIA SA,05.262.142/0001-40,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
517275,JACUTINGA AGROPEC SA,05.427.414/0001-15,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 26/02/1997
11878,JAIME PINHEIRO PARTIC. S/A,07.219.769/0001-44,CIAS ABERTAS,Cancelado em 09/02/1995
7773,JAMYR VASCONCELLOS SA,33.438.250/0001-67,CIAS ABERTAS,Cancelado em 10/02/1989
502898,JANASA JAN PROD DO MAR SA,07.659.931/0001-45,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
506133,JANUARIA AGROPECUARIA SA,17.001.637/0001-03,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
505544,JAPARANDUBA AGROPASTORIL S/A,11.133.659/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
7781,JARAGUA FABRIL SA,84.432.426/0001-04,CIAS ABERTAS,Cancelado em 04/01/2010
7790,JARAGUA SA IND MECANICAS,60.395.126/0001-34,CIAS ABERTAS,Cancelado em 20/08/1991
14354,JARI CELULOSE SA,04.815.734/0001-80,CIAS ABERTAS,Cancelado em 20/02/2006
509779,JASON AGRICULTURA SA,24.125.171/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
508365,JATIUCA AGROPECUARIA SA,04.340.915/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519243,JATIUCA AGROPECUARIA SA,04.340.915/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/08/2012
7803,JAU SA CONST E INCORPORADORA,61.156.741/0001-50,CIAS ABERTAS,Cancelado em 02/02/1987
20575,JBS SA,02.916.265/0001-60,CIAS ABERTAS,Concedido em 27/03/2007
517984,JEDAY - ARTEFATOS DE PLÁSTICO,02.380.680/0001-41,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/01/2004
501670,JEMAR EMPREENDIMENTOS RURAIS SA,11.100.617/0001-03,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
8672,JEREISSATI PARTICIPAÇÕES S/A,60.543.816/0001-93,CIAS ABERTAS,Concedido em 12/03/1946
24473,JHSF MALLS S.A.,07.859.510/0001-68,CIAS ABERTAS,Concedido em 25/06/2018
20605,JHSF PARTICIPAÇÕES SA,08.294.224/0001-65,CIAS ABERTAS,Concedido em 04/04/2007
18805,JIQUIRIÇA PARTICIPAÇÕES SA,03.616.270/0001-10,CIAS ABERTAS,Cancelado em 31/12/2001
511358,JOAÇABA AGROPECUARIA SA,03.143.559/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
7811,JOAO FORTES ENGENHARIA SA,33.035.536/0001-00,CIAS ABERTAS,Concedido em 20/07/1977
514187,JOBENE JOJOBA DO NORDESTE SA,08.239.956/0001-52,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
504815,JOBEX AGROINDUSTRIAL S/A,07.332.901/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508900,JOJOBA DO BRASIL SA,06.086.573/0001-66,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
13455,JORNAL DO BRASIL SA,33.330.564/0001-41,CIAS ABERTAS,Cancelado em 24/05/1990
13285,JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP,87.456.562/0001-22,CIAS ABERTAS,Concedido em 04/03/1988
23299,JP PARTICIPAÇÕES S.A.,15.463.423/0001-15,CIAS ABERTAS,Cancelado em 31/12/2014
12262,JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.,53.790.218/0001-53,CIAS ABERTAS,Cancelado em 28/07/2017
501379,JS MOVEIS SA,04.887.121/0001-58,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
22020,JSL S.A.,52.548.435/0001-79,CIAS ABERTAS,Concedido em 15/04/2010
500224,JUA AGROPEC SA,07.937.857/0001-81,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 09/02/1999
14893,JUNGFRAU PARTICIPACOES SA,00.627.379/0001-64,CIAS ABERTAS,Cancelado em 21/07/1999
512290,JUOZAS SA INDUSTRIA TEXTIL,06.630.941/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/08/1995
507946,JUREMAL AGROPECUARIA SA,08.981.482/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501883,JVM DO BRASIL SA,08.336.570/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
504564,KABANA MODAS INDL SA,07.821.903/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/09/1998
7846,KALIL SEHBE SA IND VESTUARIO,88.610.779/0001-08,CIAS ABERTAS,Cancelado em 20/12/2005
22241,KAROON PETROLEO & GAS SA,09.347.916/0001-97,CIAS ABERTAS,Cancelado em 21/06/2011
4146,KARSTEN SA,82.640.558/0001-04,CIAS ABERTAS,Concedido em 29/12/1971
7854,KAUFMANN CACAU INDL E COML SA,14.164.438/0001-10,CIAS ABERTAS,Cancelado em 06/03/1992
7862,KAURI SIGMA SA,29.339.827/0001-06,CIAS ABERTAS,Cancelado em 03/06/1991
7870,KEPLER WEBER SA,91.983.056/0001-69,CIAS ABERTAS,Concedido em 15/12/1980
7897,KIBON SA INDS ALIMENTICIAS,57.003.881/0001-11,CIAS ABERTAS,Cancelado em 04/11/1993
13200,KIEPPE INVESTIMENTOS SA,15.661.374/0001-25,CIAS ABERTAS,Cancelado em 14/02/1995
515124,KILOMBO AGROPEC SA,05.005.533/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520594,KILOMBO AGROPEC SA,05.005.533/0001-80,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/05/2017
511188,KLABIN FABRIC DE PAPEL CEL SA,15.241.805/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/03/1996
508306,KLABIN PONSA SA,10.926.186/0001-68,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/12/2002
12653,KLABIN S.A.,89.637.490/0001-45,CIAS ABERTAS,Concedido em 06/08/1997
20249,KLABIN SEGALL S/A,00.187.032/0001-48,CIAS ABERTAS,Cancelado em 30/08/2010
505773,KLEBER SA CALD MONT INDS NE,14.046.882/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
517836,KONTIK SA HOTEIS E TURISMO,13.531.405/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/07/2000
505943,KORDSA  BRASIL S/A,13.573.332/0001-07,CIAS INCENTIVADAS REGISTRADAS,Concedido em 15/01/1990
15083,KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL,00.354.053/0001-00,CIAS ABERTAS,Concedido em 09/10/1995
509752,KRONORTE SA IMPL P/ TRANSP,12.599.825/0001-53,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/02/2003
17973,KROTON EDUCACIONAL S.A.,02.800.026/0001-40,CIAS ABERTAS,Concedido em 01/12/1998
7919,KSB BOMBAS HIDRAULICAS SA,60.680.873/0001-14,CIAS ABERTAS,Cancelado em 03/10/1991
517712,KSB DA AMAZONIA SA,34.512.327/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/02/2000
566,KUALA SA,82.640.723/0001-10,CIAS ABERTAS,Cancelado em 30/06/2006
513989,KURIKAKA AGROPEC SA,23.523.905/0001-41,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513830,L C R IND DE CONFECCOES SA,12.614.384/0001-11,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
12688,LABO ELETRONICA SA,61.489.514/0001-47,CIAS ABERTAS,Cancelado em 04/01/2010
506079,LABORATORIOS BETA SA,07.082.431/0001-93,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
11940,LABRA IND BRAS DE LAPIS SA,77.964.963/0001-30,CIAS ABERTAS,Cancelado em 03/03/1994
502618,LACERDA DE MELO BÚFALOS S/A - LACESA,08.962.631/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/07/2003
80098,LAEP INVESTMENTS LTD,-,CIAS ESTRANGEIRAS,Concedido em 29/10/2007
16420,LAEROB PARTICIPACOES SA,02.037.966/0001-29,CIAS ABERTAS,Cancelado em 21/10/2003
7927,LAFER SA INDUSTRIA E COMERCIO,61.080.198/0001-55,CIAS ABERTAS,Cancelado em 29/02/1988
506320,LAGOA CLARA AGROPEC SA,04.866.596/0001-68,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
520586,LAGOA CLARA AGROPEC SA,04.866.596/0001-68,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/03/2017
516104,LAGOA RAMADA AGROPECUÁRIA S.A.,70.492.665/0001-45,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
512540,LAGOARROZ - IRRIGAÇÃO LAGOA ARROZ S/A,12.931.424/0001-59,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/10/2011
21229,LAHOTELS S.A.,09.017.691/0001-00,CIAS ABERTAS,Cancelado em 18/02/2009
512427,LAM CONFECCOES SA,23.505.233/0001-41,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
7943,LAMINACAO NACIONAL METAIS SA,57.483.190/0001-62,CIAS ABERTAS,Cancelado em 18/06/1985
12912,LAMINACAO NACIONAL METAIS SA,57.483.190/0001-62,CIAS ABERTAS,Cancelado em 17/06/1997
512419,LAMINIT SA-LAMINAS COMPENSADOS,23.434.996/0001-49,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 08/01/2009
515442,LAN LINHAS AM DE NAVEGACAO SA.,63.798.730/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
15105,LANDIS GYR INEPAR,58.900.754/0001-88,CIAS ABERTAS,Cancelado em 15/07/1999
7951,LANIFICIO SEHBE SA IND E EXP,91.664.706/0001-03,CIAS ABERTAS,Cancelado em 20/12/2005
7960,LAPSA LATICINIOS PERIZES SA,06.041.065/0001-61,CIAS ABERTAS,Cancelado em 09/08/2005
12114,LARAMO SA,44.076.123/0001-81,CIAS ABERTAS,Cancelado em 23/07/1985
7978,LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia),60.631.090/0001-40,CIAS ABERTAS,Cancelado em 18/06/2015
503533,LARPASA LARANJAS DO PARA SA,05.017.850/0001-16,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
507822,LASA-LINHARES AGROINDL SA,27.291.400/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/05/2007
506346,LASTRO AGRI SA,24.125.825/0001-09,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
80128,LATAM AIRLINES GROUP S.A.,-,CIAS ESTRANGEIRAS,Cancelado em 18/07/2016
517232,LATICINIO STA FE SA,12.504.627/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519898,LATICINIO STA FE SA,12.504.627/0001-69,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/09/2014
513075,LATICINIOS BETANIA SA IND PEC,07.358.096/0001-03,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
18643,LATINTECH CAPITAL S/A,02.628.033/0001-06,CIAS ABERTAS,Cancelado em 12/06/2001
502154,LB MOVEIS SA,11.567.807/0001-27,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
23558,LEADS CIA. SECURITIZADORA,21.414.457/0001-12,CIAS ABERTAS,Concedido em 03/02/2015
13919,LEASING BMC SA ARREND MERC,03.120.821/0001-50,CIAS ABERTAS,Cancelado em 18/11/1998
504920,LECHEF SA INDS ALIMENTICIAS,09.293.606/0001-37,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/03/2006
8001,LEE SA IND DE CONFECCOES,87.876.033/0001-88,CIAS ABERTAS,Cancelado em 13/11/1987
17442,LF TEL SA,02.390.206/0001-09,CIAS ABERTAS,Cancelado em 11/12/2014
24198,LGT HUB PARTICIPAÇÕES S/A,26.173.550/0001-04,CIAS ABERTAS,Cancelado em 18/06/2018
502278,LIBRA - LIGAS DO BRASIL S/A,10.500.221/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/05/2013
18295,LIBRA TERMINAIS SA,33.813.452/0001-41,CIAS ABERTAS,Cancelado em 11/11/2002
17574,LIBRA TERMINAL 35 SA,02.373.383/0001-79,CIAS ABERTAS,Cancelado em 11/11/2002
17582,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,02.373.517/0001-51,CIAS ABERTAS,Cancelado em 17/01/2005
23434,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,02.373.517/0001-51,CIAS ABERTAS,Concedido em 14/07/2014
21547,LIDER AVIAÇÃO HOLDING S/A,04.169.411/0001-66,CIAS ABERTAS,Cancelado em 05/02/2010
8010,LIDER TAXI AEREO SA,17.162.579/0001-91,CIAS ABERTAS,Cancelado em 01/02/1989
16691,LIGA FUTEBOL SA,02.217.325/0001-56,CIAS ABERTAS,Cancelado em 15/01/2013
8028,LIGAS DE ALUMINIO SA LIASA,17.221.771/0001-01,CIAS ABERTAS,Cancelado em 03/07/2003
23000,LIGHT ENERGIA S.A.,01.917.818/0001-36,CIAS ABERTAS,Concedido em 11/01/2013
19879,LIGHT SA,03.378.521/0001-75,CIAS ABERTAS,Concedido em 12/12/2005
8036,LIGHT SERVIÇOS DE ELETRICIDADE SA,60.444.437/0001-46,CIAS ABERTAS,Concedido em 25/11/1968
517674,LIMASA - LIGAS METALICAS SA,12.528.543/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
12360,LIMASA SA,48.071.716/0001-06,CIAS ABERTAS,Cancelado em 14/02/2007
503169,LINGERIE ROYALE SA,06.083.737/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
16853,LINHA AMARELA S.A.,00.974.211/0001-25,CIAS ABERTAS,Cancelado em 06/05/2003
23680,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,10.234.027/0001-00,CIAS ABERTAS,Concedido em 12/08/2015
23671,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,10.240.186/0001-00,CIAS ABERTAS,Concedido em 12/08/2015
23035,LINX S.A.,06.948.969/0001-75,CIAS ABERTAS,Concedido em 06/02/2013
8044,LION SA,61.064.689/0001-02,CIAS ABERTAS,Cancelado em 19/05/1988
19100,LIQ PARTICIPAÇÕES S.A.,04.032.433/0001-80,CIAS ABERTAS,Concedido em 29/10/2001
506923,LIRA AGROPEC SA,05.117.155/0001-26,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/10/2006
501360,LIRA EMPREEND AGROPEC SA,08.651.093/0001-26,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
13714,LISTEL LISTAS TELEFONICAS SA,53.026.472/0001-80,CIAS ABERTAS,Cancelado em 14/01/1991
15091,LITEL PARTICIPACOES SA,00.743.065/0001-27,CIAS ABERTAS,Concedido em 18/10/1995
8060,LIVRARIA DO GLOBO SA,92.724.053/0001-73,CIAS ABERTAS,Cancelado em 17/02/2011
8079,LIVRARIA JOSE OLYMPIO EDITORA,33.038.696/0001-02,CIAS ABERTAS,Cancelado em 15/10/1984
19739,LOCALIZA RENT A CAR SA,16.670.085/0001-55,CIAS ABERTAS,Concedido em 06/05/2005
509531,LOCARPE SA,13.609.482/0001-23,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
516953,LOCATELLI MOVEIS SA,27.154.319/0001-28,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/03/2008
21407,LOCAWEB SERVIÇOS DE INTERNET S/A,02.351.877/0001-52,CIAS ABERTAS,Cancelado em 18/03/2009
23272,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,09.041.168/0001-10,CIAS ABERTAS,Concedido em 12/11/2013
507024,LOGASA IND E COM SA,28.165.348/0001-58,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/11/2002
20710,LOG-IN LOGISTICA INTERMODAL SA,42.278.291/0001-24,CIAS ABERTAS,Concedido em 04/06/2007
23477,LOGOS COMPANHIA SECURITIZADORA S/A,19.851.496/0001-35,CIAS ABERTAS,Concedido em 04/09/2014
8087,LOJAS AMERICANAS SA,33.014.556/0001-96,CIAS ABERTAS,Concedido em 20/07/1977
8109,LOJAS BRASILEIRAS SA LOBRAS,33.005.703/0001-61,CIAS ABERTAS,Cancelado em 04/08/1999
8117,LOJAS HERING SA,82.640.632/0001-84,CIAS ABERTAS,Concedido em 20/07/1977
8133,LOJAS RENNER SA,92.754.738/0001-62,CIAS ABERTAS,Concedido em 20/07/1977
8141,LONAFLEX SA,60.889.854/0001-00,CIAS ABERTAS,Cancelado em 17/07/1990
17434,LONGDIS SA,02.338.534/0001-58,CIAS ABERTAS,Concedido em 30/06/1998
12351,LORENTZEN EMPREENDIMENTOS SA,33.107.533/0001-26,CIAS ABERTAS,Cancelado em 06/07/1990
23027,LOUCOS POR FUTEBOL S.A.,12.394.972/0001-97,CIAS ABERTAS,Cancelado em 07/01/2016
501573,LOUSANE-LOUCA SANITARIA NE SA,08.507.915/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
8184,LPC INDUSTRIAS ALIMENTICIAS SA,23.643.315/0001-52,CIAS ABERTAS,Cancelado em 04/12/1996
20370,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,08.078.847/0001-09,CIAS ABERTAS,Concedido em 12/12/2006
514985,LUIGI INDL DE ALIMENTOS SA,27.348.499/0001-89,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513113,LUIZ GIRAO AGROPEC SA-LUGAPE,07.588.148/0001-38,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
2224,LUMIERE SA,84.684.554/0001-45,CIAS ABERTAS,Cancelado em 14/02/2007
20060,LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL,89.463.822/0001-12,CIAS ABERTAS,Concedido em 08/05/2006
517739,LUSA - IND DE CONFECÇÕES SA,02.669.221/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
